nk,sk,ratio
이건 웬 개인가요?,이건 누구 개예요?,0.4
하고 쥴리앙은 후작옆에 무릎을 꿇으며 부르짖었다.,이렇게 외치며 쥘리엥은 무릎을 꿇었다.,0.6296296296296297
해만 지면 돌아와서 개처럼 짖어대며 성안을 여기저기 쏘다닙니다.,밤이면 그들은 다시 돌아옵니다. 마치 들개처럼 으르렁대며 마을을 어슬렁거리며 돌아다닙니다.,0.6
요아스의 아들 기드온은 수를 다누리고 죽어 아비에셀의 성 오브라에 있는 그의 아버지 요아스의 무덤에 묻혔다.,요아스의 아들 기드온은 오래 살다가 죽었습니다. 그리고 아버지 요아스의 무덤에 묻혔습니다. 그 무덤은 아비에셀 사람들이 살고 있는 오브라에 있습니다.,0.6385542168674698
내가 지치고 정신이 분산된것 같다는 그의 암시엔 아랑곳없이 그의 손을 뿌리치고 다시 방안을 거닐었다.,나는 내가 흥분하고 있는 것 같다는 그의암시를 무시하고 다시 방안을 왔다갔다 했다.,0.625
쥴리앙은 말했다.,쥘리앵이 말했다.,0.3333333333333333
마라를 떠나 엘림에 진을 쳤다. 엘림에는 열두샘이 있고 종려나무가 일흔 그루나 있었다.,마라를 떠나서는 엘림으로 갔습니다. 그들이 진을 친 곳에는 샘이 열두 개가 있었고 종려나무가 칠십 그루가 있었습니다.,0.46153846153846156
그것은 그가 녀성을 자기것으로 만드는 기쁨이였다.,그것은 상대를 소유했다는 기쁨이었다.,0.5555555555555556
우리들은 의무라도 수행하듯이 그의 분부대로 하였다.,우리는 그것이 마치 의무라도 되는 듯이 지시한 대로 했다.,0.5625
한가지 약속해주오.,한 가지만 약속해요.,0.36363636363636365
아망다는 좀 쭈밋쭈밋 말하였다.,아가씨는 당황해서 말했다.,0.5882352941176471
나뽈레옹은 이 나이에 위대한 사업을 해제끼지 않았던가!,보나파르트는 그 나이에 위대한 일을 이룩했어.,0.6
나는 책장에 있는 책을 가리켰다.,나는 책꽂이에 꽂힌 그 책을 가리켰다.,0.2857142857142857
난 또 당신이 어디로 려행이나 떠나려는줄로 생각했소.,나는 당신이 어디 여행이라도 가려는 줄 알았소.,0.4827586206896552
커피도 끓여드릴게요.,커피도 끓여드릴 테니까요.,0.2857142857142857
단지 파는 아모리 족에게 밀려 산악지대로 쫓겨 들어가 평지에는 내려올 엄두도 내지 못하게 되였다.,아모리 사람들은 단 지파의 사람들을 산지로 몰아 내고 평지로 내려와서 살지 못하게 했습니다.,0.6296296296296297
에스더가 말하였다. 소첩이 오늘 임금님을 모시려고 잔치를 차렸습니다. 좋으시다면 하만과 함께 와주셨으면 합니다. 에스더의 초청을 받고,에스더가 대답했습니다. 제가 오늘 왕을 위해 잔치를 준비했으니 좋으시다면 하만과 함께 와 주십시오.,0.5540540540540541
당신이 좀 뻣뻣하게 군다고 해서 놀라진 않겠어요.,당신이 좀 고집을 부리신다고 해서 전 당황하진 않아요.,0.4666666666666667
오늘저녁에 해야 할 말이예요.,오늘 밤에요. 꼭 해야 할 말이에요.,0.35
여호와를 례배하다가 생긴 문제는 무엇이든지 대제사장 아마리야의 결정에 따르고 왕을 섬기다가 생긴 문제는 유다가문의 지도자인 이스마엘의 아들 스바디야의 결정에 따르도록 하시오 레위사람들은 관리 일을 맡아보도록 하시오. 마음을 든든히 먹고 맡은 일을 해나가시오. 여호와께서 잘 보살펴주실것이요.,여호와와 관계가 있는 모든 문제에 대해서는 대제사장 아마랴가 여러분의 우두머리가 될 것이오. 왕과 관계가 있는 모든 문제에 대해서는 유다 지파의 지도자 이스마엘의 아들 스바댜가 여러분의 우두머리가 될 것이오. 레위사람들도 관리가 되어 여러분을 도울 것이오. 용기를 가지시오. 옳은 일을 하는 사람들에게 여호와께서 함께 계시기를 바라오.,0.5721925133689839
모세가 일렀다. 오늘 너희가 자기 아들과 동기 마저 희생시켜가며 여호와께 충성을 다하였으니 오늘 너희우에 복이 내릴것이다.,모세가 말했습니다. 오늘 여러분은 여호와를 섬기기 위해 기꺼이 여러분의 자녀와 형제를 희생시켰으니 하나님께서 여러분에게 복을 주실 것이오.,0.6493506493506493
열심히 일하였다.,그리고 열심히 일했다.,0.5
나를 난처하게 만들려고 그러세요.,날 곤란하게 만들 작정이에요?,0.6111111111111112
세상을 이기는 사람은 누구입니까? 예수께서 하느님의 아들이시라는것을 믿는 사람이 아니겠습니까?,그러므로 세상을 이길 수 있는 사람은 예수님께서 하나님의 아들이심을 믿는 사람인 것입니다.,0.5576923076923077
가려낼수 전혀 없나.,가려낼 길 전혀 없나.,0.16666666666666666
랑자가 애매하게 루명을 당한줄은 승상부부도 모르지 않으옵니다.,선녀께서 애매하게 누명을 쓴 줄은 승상 부부도 모르지 않사옵니다.,0.25
그것은 우선 쥴리앙이 마음이 약한 인간이아니기때문이다.,우선 나라는 사람은 나약한 인간이 아니니까.,0.6
만군의 하느님 여호와여 우리를 다시 일으키소서. 당신의 밝은 얼굴 보여 주시면우리가 살아나리이다.,만군의 하나님 여호와여 우리를 회복시키시고 주의 얼굴을 우리에게 비춰 주시고 우리를 구원해 주소서.,0.5454545454545454
마침내 이 야릇한 정적을 깨뜨리는 소리가 내귀에 똑똑히 들려왔다.,"그러므로 드디어 한 사람의 목소리가 이 기이한 정적을 깨뜨렸을 때엔, 그 소리가 내 귀에까지 똑똑히 들려왔다.",0.5245901639344263
내가 층계로 올라가려고 하자 그는 너무 지체하지 말고 인차 와달라고 하였다.,"내가 계단을 오르려 하자, 나를 불러 세우고는 곧 오라고 다짐을 받았다.",0.6428571428571429
얼굴이 불그레한게 열이 있으신것 같아보여요.,얼굴이 빨갛고 열이 있는 것 같아요.,0.375
레아는 다시 아이를 낳지 못할줄 알고 몸종 실바를 야곱에게 첩으로 들여보냈다.,레아는 자기가 아이를 더 낳지 못하게 된 것을 알고 자기 몸종 실바를 야곱에게 아내로 주었습니다.,0.3888888888888889
그래 나는 그를 도와주었다.,그래서 나는 내가 누구라는 것을 말해 주었다.,0.56
저 사람은 확고한 마음과 자제심을 가지고있지만 괴로울수 있다.,이 분은 확고한 정신과 극기심으로 해서 너무 지나치게 무거운 짐을 지고 있다.,0.627906976744186
모두들 이렇게 쑤군거렸다.,사방에서 수군거렸다.,0.5714285714285714
너희가 이렇게 만든 곡식례물을 여호와께 가져다가 제사장에게 드리면 제사장은 제단으로 가져다가,이렇게 만든 곡식 제물을 여호와께 가져와서 제사장에게 주어라. 그러면 제사장은 그것을 제단으로 가져다가,0.3333333333333333
해빛이 밝은 아침이예요.,맑게 갠 화창한 아침이에요.,0.5333333333333333
지금까지보다 친절한 말씀 한마디 하지 않고 그냥 인도로 떠나시겠어요?,"지금까지의 말씀보다 좀 더 친절한 말 한마디 없이, 이대로 저를 놓아두고 인도에 가시려는 거예요?",0.5555555555555556
왜냐하면 그 녀자의 실패를 볼 때마다 나는 어떻게 하면 성공하겠는가를 알고있었던것이다.,"그녀가 실패할 때마다, 나는 어떻게 하면 그녀가 성공할 수 있었을지 알았기 때문이다.",0.6041666666666666
그리고 쏜필드의 지긋지긋한 추억으로 당신을 괴롭힐 마음도 없소.,그리고 손필드 장에 따르는 무서운 연상이나 기억으로 당신을 괴롭히고 싶은 생각은 조금도 없소.,0.5384615384615384
운명이나 인간을 좀체로 믿으려고 하지 않는 그였지만 이 순간의 그의 심정만은 어린이의 심정이나 다름이 없었다.,운명이나 타인에대해 극도로 경계심을 갖고 있는 쥘리엥이었지만 이 순간그의 마음은 어린아이의 마음과 다름이 없었다.,0.4444444444444444
내 눈에 비친 그 모습은 사람같이 보였으나 허리 아래 모양은 불같았고 허리우는 놋쇠처럼 환히 빛나는것이였다.,내가 사람의 모습을 보았는데 허리 아래쪽은 불과 같고 허리 위쪽은 불에 달군 쇠처럼 빛났다.,0.6166666666666667
그들은 말을 타거나 마차를 탔다.,몇 명은 말을 타기도하고 나머지는 마차를 탔다.,0.4230769230769231
그런데 그들은 갑자기 하느님의 아들이여 어찌하여 우리를 간섭 하시려는것입니까. 때가 되기도전에 우리를 괴롭히려고 여겨에 오셨습니까. 라고 소리를 질렀다.,그 두 사람이 소리쳤습니다. 하나님의 아들이여 당신이 우리와 무슨 상관이 있습니까? 때가 되기도 전에 우리를 괴롭히려고 여기에 오셨습니까?,0.49411764705882355
푸께는 여기서 말소리를 낮추면서 덧붙여 말했다.,푸케는 목소리를 낮추며 부연했다.,0.5
쥴리앙은 그 유혹적인 녀자의 모습을 보려고 여러가지로 애를 써보았으나 허사였다.,쥘리앵은 그 유혹적인 여인을 보려고 애를 써봤지만 보이지 않았다.,0.5227272727272727
아까 나는 저기 서서 당신이 저 녀자와 하는 말을 죄다 들었소.,난 아까부터 여기서 하나와 이 사람과의 대화를 다 들었소.,0.6285714285714286
쥴리앙은 한쪽 머리칼을 몽땅 잘라내려는 마틸드를 말리느라고 무진 애를 썼다.,쥘리엥은 그녀가 머리칼 한쪽을 잘라내려는 것을 말리느라고 무던히 애를 썼다.,0.35714285714285715
이 녀자의 애인이 된건 순전히 내자신의 힘으로 된거니까.,이 여자의 애인이 되는 것이 나 자신에 대한 의무인 것이다.,0.5757575757575758
나는 그에게 다가가리라고 생각하였다.,나는 그에게로 가려고 했다.,0.45
하고 쥴리앙은 허리를 굽혀 깍듯이 절하며 대답했다.,쥘리엥은 코가 땅에 닿게 절하며 이렇게 대답했다.,0.6071428571428571
더구나 그는 배운것도 있는만큼 취직자리를 구하기는 문제없을거예요.,게다가 그는 아는 게 많으니까 쉽게 일자리를 구할 거예요.,0.6111111111111112
그것이야말로 제가 가장 찬성하는 방법이예요.,그것이 바로 제가 원하는 점이에요.,0.4166666666666667
나의 눈은 저도 모르게 대문가까이에 있는 흰빛 교회당의 탑으로 향하였다.,내 눈은 저절로 쏜필드 저택의 대문 가까이 있는 교회의 탑을 더듬고 있었다.,0.5952380952380952
"마침내 나에게, 가난한 시골뜨기에 불과한 나에게 귀부인이 사랑을 고백했단말인가!",가난한 시골뜨기인 내가 마침내 귀부인에게서 사랑의 고백을 받았구나.,0.6136363636363636
그는 대답하려고 하지 않는다.,그는 대답하지 않았다.,0.3125
내가 잘못 생각한게 아닐가.,내가 잘못 생각한 것일까.,0.26666666666666666
예수께서 사두개파사람들의 말문을 막아버리셨다는 소문을 듣고 바리새파사람들이 몰려왔다.,예수님께서 사두개파 사람들의 말문을 막으셨다는 소식을 바리새파 사람들이 듣고 함께 모였습니다.,0.38461538461538464
규칙과 학과에 실패를 보지 않을가 하는 우려가 나를 몹시 괴롭혔다. 이 괴로움은 허약한 체질을 타고난때문에 받는 괴로움보다도 훨씬 더 고통스러웠다.,교칙과 학과에서 실수를 저지르지 않을까 하는 근심이 내가 짊어진 육체적 고통보다도 나를 더 괴롭혔다.,0.6341463414634146
쥴리앙은 그의 비위를 맞추려고 부르고뉴에서도 이름난 가문들의 족보에 대하여 이것저것 물어보았으나 아무 소용도 없었다.,"쥘리앵은 비위를 맞추려고 부르고뉴 명문들의 계보에 관해 물어보는 등 여러모로 애써 보았으나, 아무 효과가 없었다.",0.5230769230769231
라고 말하라.,하고 말해 보려무나.,0.6363636363636364
우리는 뒤로 물러나 멸망할 사람들이 아니라 믿음을 가져 생명을 얻을 사람들입니다.,우리는 뒤로 물러나 하나님께 버림을 받을 사람들이 아닙니다. 우리는 믿음으로 구원함을 받을 사람들입니다.,0.43103448275862066
"자 카터, 시작해주오.","자, 카터 선생, 서둘러 주시오.",0.5
저는 이 녀인을 제것으로 영원히 지켜나가겠습니다.,"저는 이 여인을 취했고, 이 여인을 영원히 간직하겠나이다.",0.53125
하고 오래동안 꿈결같은 생각에 잠겼던 마틸드는 또다시 혼자말로 동을 달았다.,오랫동안 몽롱한 꿈에 잠겨 있다가 그녀는 이런 생각을 했다.,0.6428571428571429
제인아가씨도 가엾은 애예요.,"제인 아가씨도 가엾지 뭐유, 애보트.",0.4
당신처럼 깨끗한 애정으로 나를 사랑해주는 사람은 이 세상에 더는 없소.,나에 대해서 당신처럼 순수한 사랑을 쏟아 준 여성은 이 세상에 한 사람도 없었소.,0.6222222222222222
쥴리앙은 그래도 아직 미묘한 녀자의 심정을 눈치채지 못했다.,쥘리앵은 그 미묘한 차이를 분간하지 못했다.,0.5151515151515151
레아가 야곱에게 낳아준 딸 디나가녀자들을 보러 나갔다.,레아와 야곱 사이에서 태어난 딸 디나가 그 땅의 여자들을 보러 나갔습니다.,0.4146341463414634
신사들과 숙녀들이 침실에서 나와 아니!,신사나 부인들은 침대에서 일어나 나와서 어머나!,0.5384615384615384
"아이, 어쩌면! 정말 무서운 일이였습죠! 그는 몸을 떨었다.",끔찍해라! 정말 끔찍 했어요! 그가 몸을 떨었다.,0.48484848484848486
그 사이에 당신의 일자리와 거처할곳을 구하도록 하겠소.,그동안 당신을 위해 일자리와 갈 곳을 찾아 보겠소.,0.5333333333333333
그러나 곧 다시 몸을 일으켜 네발걸음으로 기다가 또 일어섰다.,그러나 곧 나는 손과 무릎을 짚고 앞으로 기면서 일어났다.,0.47058823529411764
하고 그는 웨쳤다.,하고 그가 외쳤다.,0.2
에리스우드를 시중할 애로 골랐는데 괜찮아요?,그리고 앨리스 우드를 선생님 심부름할 애로 고른 것도 괜찮았나요?,0.5555555555555556
나는 대꾸하였다.,하고 나는 대답했다.,0.5454545454545454
죠지아나는 높은 걸상에 앉아 거울을 보며 머리를 땋고있었는데 다락방서랍에서 뒤져낸 조화와 퇴색한 새털을 고수머리에 꽂고있었다.,조지아나는 경대 앞의 높다란 의자에 앉아 머리를 단장하고 있었다. 고미다락방 속의 서랍에서 듬뿍 찾아낸 조화와 퇴색한 깃털을 고수머리에 꽂고 있었다.,0.39759036144578314
초대에는 짤막한 초꽁다리밖에 없었다. 그래서 나는 그 초꽁다리가 다 타버릴 때까지 그라이스가 지껄여댈가봐 겁이 났다.,촛대에는 아직 타다 남은 초 부스러기가 있어서 그 초가 다 타버릴 때까지 그라이스가 지껄이면 어떻게 하나 하고 걱정했다.,0.5522388059701493
간밤에 그 무엇이 악의를 품고 당신곁에 왔다 해도 해친것은 면사포밖에 없었으니 그것은 천만다행이요.,어젯밤에 무서운 어떤 것이 정말로 당신 가까이 다가갔다 해도 다친 게 면사포뿐이었다니 얼마나 다행이오.,0.6140350877192983
시종장관이 그들에게 말하였다. 히스기야에게 전하여라. 앗수르의 대왕께서 하시는 말씀이다. 네가 무엇을 믿고 이렇게 자신만만하냐.,랍사게가 그들에게 말했습니다. 히스기야에게 전하여라. 위대한 왕이신 앗시리아의 왕이 이렇게 말씀하셨다. 너는 누가 너를 도와 줄 것이라고 믿느냐?,0.5679012345679012
한밤중에 깨여난 나는 은빛수정처럼 맑은 달을 쳐다보았다.,한밤중에 깨어나 눈을 뜨자 은처럼 하얗고 수정처럼 맑은 둥근 달이 보였다.,0.4878048780487805
그것은 그 젊은 쥴리앙의 환상적인 머리를 리용해서 돈을 덜 들이고 발르노씨의 제의는 거절하도록 그를 잘 꾀여보려고 생각한것이다.,젊은이의 공상적인 생각을 교묘하게 이용해서 좀 더 적은 금액으로 발르노 씨의 제안을 거부하도록 유도한다는 생각이었다.,0.647887323943662
여호와여 당신 장막에서 살자 누구입니까. 당신의 거룩한 산에 머무를 자 누구입니까.,여호와여 주님의 거룩한 장막에 살 자가 누구입니까? 주님의 거룩한 산에 살 자가 누구입니까?,0.35294117647058826
그의 손은 부들부들 떨고있었다.,가리키는 그의 손은 부들부들 떨렸다.,0.4
계획은 사람이 세우고 결정은 여호와께서 하신다.,마음의 계획은 사람이 세우지만 그 일을 이루시는 분은 여호와이시다.,0.5945945945945946
그리고 나의 아버지가 몹시 탐욕스럽고 랭혹한 사람이였다는것도 들었겠지?,"그럼, 내 선친은 욕심이 많고 탐욕적인 사람이었다는 말도 들었소?",0.6153846153846154
베드로는 그 사람들을 보고 이스라엘동포 여러분 왜 이 사람을 보고 놀랍니까? 왜 우리를 유섬히 쳐다봅니까? 우리 자신이 무슨 능력이 있거나 경건해서 이사람을 걷게 하여 준줄로 생각합니까?,베드로가 이 사람들을 보고 말했습니다. 이스라엘 백성 여러분 왜 이 일로 놀라십니까? 왜 그런 눈으로 우리를 보고 계십니까? 우리의 능력이나 우리의 경건함 때문에 이 사람이 걸을 수 있게 되었다고 생각하십니까?,0.5384615384615384
그리나 좋아할뿐이지 사랑하지는 않을거예요.,좋아하신다는 것이고 사랑하신다는 말은 아니예요.,0.6153846153846154
하고 다시 말하기가 얼마나 피로왔던가!,하고 다시 한번 말하기가 얼마나 어려웠던가?,0.2916666666666667
그런즉 결국은 어떻게든 아퀴를 지어야만 하게 된 것이다.,드디어 결단을 내릴 때가 된 것이다.,0.6451612903225806
아하수에로 시대의 일이었다. 아하수에로는 인도에서 에티오피야에 이르는 127개의 지방을 다스리고있었다.,왕의 명을 거절한 와스디 왕후 아하수에로 왕 때에 일어난 일입니다. 아하수에로는 인도에서 에티오피아 까지 백이십칠 지역을 다스린 왕으로,0.5866666666666667
"하여튼 네가 좀 천대를 받는건 사실이야, 저번주일 우리 어머니가 날 만나러 오셨을 때 제 자식같으면 널 그렇게 둬두지 않겠다고 말씀하셨어.","하기는 좀 천대를 받고 있는 건 사실이야. 우리 어머니가 지난 주일 나를 만나러 오셨을 때 말씀하셨지만, 자기 자식이라면 너 같은 처지에 그냥 두진 않겠다는 거야자, 집에 들어가.",0.57
마틸드는 무기력한 인간을 극도로 싫어했다.,마틸드는 개성이 없는 사람을 가장 싫어했다.,0.4583333333333333
아가씨는 어쩌면 그렇게도 랭정하게 말할가!,우리 꼬마 아가씨는 어쩌면 이렇게 쌀쌀하게 말을 하는지!,0.4838709677419355
꿈에 내가 백룡을 타고 광한전이라는데를 들어가서 한 선녀로부터 내 사랑하던 소아를 그대에게 주나니 며느리를 삼으라는 말을 들은바도 있고 내 슬하가 적막하여 조카며느리를 데리고있을 마음이 있었기때문이였소.,"꿈에 내가 백룡을 타고 광한전이라는 데를 들어가서 웬 선녀한테 소아를 며느리로 삼으라는 말을 들은 바도 있고, 내 곁이 쓸쓸하여 그 아이를 데리고 있을 마음이었네.",0.3805309734513274
"내가 지금 사람에게 불평하고있는가, 내가 짜증을 부린다면 까닭이 있지 않겠는가",나는 사람이 아닌 하나님께 불평하고 있는 것일세. 왜 나라고 마음이 급하지 않겠는가?,0.6382978723404256
하지만 당신은 손님이 아닌가요.,댁에선 손님이에요.,0.6470588235294118
그는 대단한 독서가였고 공부를 많이 하였다.,그녀는 책을 많이 읽었고 공부를 많이 했다.,0.4583333333333333
또 그들은 에봇에 달린 도포를 자주빛 옷감으로만 지었다.,그리고 나서 그들은 에봇에 받쳐 입을 겉옷을 파란 실로만 만들었습니다.,0.5641025641025641
이리하여 이삭은 그랄에서 살게 되였는데,그래서 이삭은 그랄에 머물렀습니다.,0.5714285714285714
그런 사람은 아마 드물거요.,그 사람은 좀 드문 사람이야.,0.5625
안식일에는 집에서 짐을 내여가지도 말고 아무 일도 하지 말아라. 내가 너희 조상에게 말한대로 안식일을 거룩하게 지켜야 한다.,그리고 안식일에는 너희 집 밖으로 짐을 내가지도 말고 아무 일도 하지 마라. 내가 너희 조상에게 명령한 대로 안식일을 거룩히 지켜라.,0.3108108108108108
예수께서는 산등성이에 오르셔서 제자들과 함께 자리잡고 앉으셨다.,예수님께서는 언덕으로 올라가 제자들과 함께 거기 앉으셨습니다.,0.45714285714285713
이걸 조심하오! 그는 이렇게 말을 맺으며 돌아서버렸다. 그리고는 강을 바라보면서도 산을 보는척하였다.,그가 말을 마치고는 내게서 돌아서서 다시 한 번 강을 바라보고 언덕을 바라보았다.,0.625
자그마한 검은 문에 다가서서 열쇠를 열쇠구멍에 꽂고는 손을 멈추고 나를 보며 말하였다.,자그마한 검은 문 앞으로 다가서더니 그는 열쇠를 열쇠 구멍에 꽂고 그 손을 멈추더니 다시 나를 보고 말했다.,0.3333333333333333
그리고 뒤이어 있은 그의 변호를 맡은 변호사와 타합을 하지 않으면 안되였다.,심문 다음에는 변론을 맡은 변호사와의 면담이 있었다.,0.6428571428571429
참 이상한 일이지!,이상한 일이지!,0.2
너희보다 앞서 그곳에 살던 사람들이 이런 온갖 망측한 짓을 다하여 그 땅을 더럽혔던것이다.,너희보다 앞서 그 땅에 살던 백성은 이 모든 역겨운 죄를 저질렀으므로 그 땅이 부정해졌다.,0.54
죽는대도 그게 살아있던 때보다 훨씬 행복해요.,죽는 편이 살아 있는 것보다 행복해요.,0.4
페어팩스부인은 언제나 그러하듯 진심으로 친절하게 나를 맞아주었다.,페어팩스 부인은 언제나처럼 그 솔직한 부드러움으로 맞아 주었다.,0.5
라 몰양은 객실에서 나가려는 오빠를 잠간 불러세워 뭐라고 속삭였다.,"라몰 양은 쥘리앵 곁을 떠나, 살롱을 나가려고 하는 오빠를 불러세우고 뭐라고 말을 했다.",0.5714285714285714
저 사람은 집짓기를 시작해 놓고 끝내지도 못하는구나라고 하면서 비웃을것이다.,그리고 이 사람이 공사를 시작만 하고 끝내지는 못했다라고 말할 것이다.,0.5238095238095238
그런데 어째서 너는 언제나 슬픔에 잠겨있는거냐?,그런데 왜 넌 슬픔에 잠겨 있니.,0.5384615384615384
나는 덧붙여 말하였다.,나는 덧붙였다.,0.3333333333333333
그런 친척이 있다면 그리로 가겠니?,혹시 그런 분들이 계시다면 그리 가고 싶니?,0.4583333333333333
"하지만 이렇게 묘사한 센트 존이라는 사람은 부드럽고 온순하고 감성적인 사람이라는 인상, 침착한 사람이라는 인상은 조금도 주지 않았다.","그러나 이 묘사로 표현된 인물은, 점잖고 온순하고 감수성이 예민한 사람이라는 인상은커녕 침착한 사람이라는 인상조차 주지 않았다.",0.43243243243243246
나는 약간 우물쭈물하면서 대답하였다.,나는 약간 주저하며 대답했다.,0.4
"아니, 흑맥주 한잔과 만두를 좀 쟁반에 담아주세요.","아니, 내 몫인 흑맥주 한 병하고 푸딩 한 조각만 그릇에 담아놓아 둬요.",0.55
앉으시우. 부인은 자기 의자에 나를 앉혔다. 그리고는 내 숄을 벗기고 모자끈을 끄르기 시작했다.,그녀가 나를 자기 자리로 데려가서는 내 숄을 벗기고 보닛끈을 풀기 시작했다.,0.4716981132075472
이때 사랑마루 동쪽에 앉아있는 허옹가가 점잖게 말했다.,이때 사랑마루 동쪽에 앉아 있는 가짜 옹가가 점잖게 말한다.,0.15151515151515152
그래서 나는 아무 말도 하지 않고 마음속으로만 생각하였다.,그래서 나는 그러한 기색은 전혀 나타내지 않고 마음 속으로만 곰곰이 생각해 보았다.,0.45652173913043476
쥴리앙은 아홉시가 다 되여서야 겨우 나타났다.,쥘리엥은 9시가 되어서야 거기에 나타났다.,0.4
이고장에서도 브장송에서도 나는 얼굴을 못들고 다니게 될겝니다.,셸랑 신부가 내 사제단에 낀다면 나는 여기서도 브장송에서도 얼굴을 들지 못하게 됩니다.,0.6458333333333334
그는 이렇게 말하였다. 내 나이이제 백스무살이 지나 다시는 일선에 나설 수 없는 몸이 되였다. 여호와께서는 나에게 너는 이 요단강을 건너지 못한다. 하고 말씀하셨다.,나는 이제 백이십 세요. 이제는 더 이상 여러분 앞에 나설 수 없소. 여호와께서는 내가 요단 강을 건널 수 없다고 말씀하셨소.,0.5543478260869565
그러자 부인은 이내 뜨개질감을 들고 들어왔다.,부인은 곧 뜨개질감을 들고 들어왔다.,0.24
이런 말을 남기고 부인은 종종걸음으로 나갔다.,그러고서 부인은 방에서 뛰어나갔다.,0.64
경건한 신앙심과 엄한 도덕을 아무리 설교한대도 프랑스에서 캬바레문학은 좀체로 없어지지 않을겁니다.,신앙심과 근엄함이 아무리 진전된다 해도 프랑스에는 카바레 문학이 언제나 존속할 것입니다.,0.5555555555555556
임금님이 마음대로 문벌에 따라 대우를 하실수 있었다면 당신은 꼭 귀족원에 들어갔을 거예요.,만약 국왕 폐하께서 재량껏 출신 가문을 우대하실 수 있다면 당신은 귀족원에 들어갈 수도 있을걸요.,0.5555555555555556
그건 그렇다치고 비녀는 녀자에게 소용되는 물건이나 아직 네가 쓰기는 이르고 또 장도는 조금도 필요치 않을게다.,"비녀는 여자에게 필요한 물건이나 아직 네가 쓰기는 이르고, 또 장도는 네게 조금도 필요치 않을 게다.",0.3114754098360656
그가 나의 베개옆의 의자에 앉아있는 동안은 나를 편들어 감싸줄 사람이 있다는 안정감을 느꼈지만 그가 나가고 문이 닫기자 방안전체가 어두워지고 내 마음은 또다시 무거워지고 말할수 없는 슬픔에 억눌리우는듯했다.,"그가 베갯머리의 의자에 앉아 있는 동안에는 감싸 주는 사람이 있고 내 편이 생겼다는 느낌이었으나, 문을 닫고 나가 버리자 방안이 온통 어두워지고 다시 마음이 무거워지면서 말할 수 없는 슬픔이 내 가슴을 내리눌렀다.",0.5546218487394958
여기서 쫓겨나면 난 어디로 가란말이예요?,하지만 당신이 나를 내쫓으면 저는 어디로 가면 좋아요?,0.6
그러나 이런 때에도 그애의 옆에 가서 이야기하는것이 허용되지 않았다.,그렇지만 이런 때에도 내가 그녀 곁으로 달려가 이야기하는 것은 허락되지 않았다.,0.38636363636363635
나는 그 녀자에게 얼굴이 검은 구혼자를 주의하라고 충고하고싶었소.,난 아가씨의 거무튀튀한 구혼자에게 주의하라고 충고해 주어야겠어.,0.6388888888888888
레날씨는 아이들과 함께 베르지로 가라고 쥴리앙에게 일렀다.,레날 씨는 쥘리앵에게 베르지로 돌아가서 아이들과 함께 지내라고 지시했다.,0.65
불쌍한아이들!,불쌍한 학생들!,0.375
압으로 들어가는것은 무엇이나 배속에 들어갔다가 뒤로 나가지 않느냐.,입으로 들어가는 것은 모두 뱃속으로 들어갔다가 결국 뒤로 나가는 것을 모르느냐?,0.4318181818181818
당신들은 고상한 친절로 저를 죽음에서 구원하여주셨어요.,당신의 고귀한 호의는 저를 죽음에서 구해 주셨어요.,0.3
우리는 특별히 해야 할 일이라곤 없었다. 그래서 그 주간을 유쾌한 가정적분위기에서 즐겁게 보냈다.,우리는 정해진 일에 몰두하는 대신 집에서 즐겁게 흥청망청 놀면서 시간을 보냈다.,0.6481481481481481
리브가에게 물었다. 아가씨는 뉘먹 따님이시오. 아가씨의 집에는 하루밤 쉬여 갈만한 방이 없겠소,그러면서 종이 물었습니다. 아가씨는 어떤 분의 따님이신지요? 아가씨 아버지의 집에 우리들이 하룻밤 묵어갈 방이 있겠는지요?,0.5588235294117647
다이아나는 늘 메리와 자기에게 천파운드만 있으면 부자가 되리라고 하였으니까 5천파운드면 대단하다고 생각할거예요.,다이아나는 1천 파운드만 있으면 자기들이 부자라고 생각할 것이라고 했어요. 그러니까 5천 파운드만 있으면 둘은 행복해질 거예요.,0.6197183098591549
여드레후에는 끄로아즈노와씨에 대해서도 그전처럼 업신여기는 우월감을 느끼기는커녕 거의 눈물을 흘리며 끌어안고싶은 그런 심정을 느낄 정도였다.,"이틀이 지나자, 쥘리앵은 크르와즈느와 후작에 대해서도 우월감을 느끼기는커녕 오히려 눈물을 흘리며 포옹해 주고 싶은 생각이 들었다.",0.6363636363636364
저택의 큰 시계가 방금 9시 45분을 알리고났는데 그는 아직도 아무런 용단을 내지 못하고있었다.,성관의 시계가 9시 45분을 막 알린 참이었지만 그는 여전히 아무것도 실행에 옮기지 못하고 있었다.,0.4909090909090909
거기서 나를 떼여낸다는것은 나를 죽이는것이나 다름없었을것이다.,"나는 돌처럼 움직이지 않은 채 누워있었고, 거기에서 나를 떼어놓는 것은 나를 죽이는 것과 다름없었으리라.",0.6206896551724138
영국의 어느 집에도 저를 받아달라고 요구할 권리가 없어요.,영국에 있는 어느 지붕 밑에도 저는 들어갈 권리가 없답니다.,0.6060606060606061
저것 봐! 날아가는군.,"저런, 날아가 버리는군.",0.5384615384615384
